PO_ID,OrderDate,SupplierID,ProductID,OrderQuantity,UnitCost,TotalCost,ExpectedDelivery,ActualDelivery,Status
PO-2022-01449,9/29/2023,SUP014,P00715,3250,40.71,132302.66,11/27/2023,11/30/2023,Delivered
PO-2022-01450,1/22/2023,SUP018,P00300,820,10.25,8405.38,2/17/2023,,Shipped
PO-2022-01451,2/25/2023,SUP026,P01766,637,6,3824.39,4/21/2023,4/18/2023,Delivered
PO-2022-01452,6/24/2023,SUP145,P01837,4153,13.7,56908.7,8/12/2023,8/10/2023,Delivered
PO-2022-01453,1/5/2022,SUP059,P00243,1786,44.63,79711.49,1/24/2022,,Pending
PO-2022-01454,3/1/2023,SUP087,P00695,453,14.14,6404.88,3/26/2023,3/24/2023,Delivered
PO-2022-01455,6/13/2023,SUP035,P01692,4672,13.45,62815.7,8/7/2023,8/14/2023,Delivered
PO-2022-01456,9/30/2023,SUP051,P00358,1399,16.43,22990.7,10/29/2023,11/7/2023,Delivered
PO-2022-01457,12/13/2023,SUP058,P00439,3633,50.47,183349.74,12/23/2023,12/22/2023,Delivered
PO-2022-01458,5/23/2022,SUP107,P00353,1588,20.26,32180.66,6/1/2022,6/8/2022,Delivered
PO-2022-01459,1/29/2023,SUP020,P01777,1181,1.28,1513.38,2/16/2023,2/24/2023,Delivered
PO-2022-01460,4/6/2023,SUP059,P01012,913,11.25,10269.99,4/25/2023,4/22/2023,Delivered
PO-2022-01461,7/27/2023,SUP072,P01717,3075,40.97,125968.73,9/3/2023,9/2/2023,Delivered
PO-2022-01462,12/9/2022,SUP068,P00471,596,47.65,28398.32,1/12/2023,1/21/2023,Delivered
PO-2022-01463,6/24/2023,SUP014,P01707,4225,37.16,157021.85,8/22/2023,8/25/2023,Delivered
PO-2022-01464,12/21/2023,SUP059,P01599,1728,13.49,23312.5,1/9/2024,1/16/2024,Delivered
PO-2022-01465,9/12/2023,SUP053,P00077,2876,40.53,116571.11,10/22/2023,10/20/2023,Delivered
PO-2022-01466,9/25/2022,SUP095,P00765,4780,22.44,107243.44,10/12/2022,,Cancelled
PO-2022-01467,1/19/2023,SUP125,P00803,4625,34.1,157695.32,2/23/2023,2/27/2023,Delivered
PO-2022-01468,8/12/2023,SUP033,P00372,3075,38.9,119629.04,8/28/2023,8/31/2023,Delivered
PO-2022-01469,9/24/2022,SUP029,P01456,2287,7.09,16225.2,10/21/2022,10/16/2022,Delivered
PO-2022-01470,9/18/2022,SUP120,P01944,3121,4.5,14041.5,10/13/2022,10/13/2022,Delivered
PO-2022-01471,7/22/2022,SUP136,P01959,2078,11.53,23956.72,8/3/2022,,Pending
PO-2022-01472,9/15/2023,SUP060,P01161,3816,6.43,24553.35,10/26/2023,,Pending
PO-2022-01473,4/13/2022,SUP114,P01599,2904,13.2,38321.51,6/6/2022,6/11/2022,Delivered
PO-2022-01474,12/23/2023,SUP070,P00225,3494,41.45,144830.18,1/26/2024,1/26/2024,Delivered
PO-2022-01475,2/6/2022,SUP100,P00075,2903,30.92,89752.62,2/16/2022,2/16/2022,Delivered
PO-2022-01476,9/19/2023,SUP084,P00673,3696,3.74,13813.44,10/11/2023,,Pending
PO-2022-01477,1/14/2023,SUP122,P00664,1149,20.89,24000.01,2/4/2023,2/3/2023,Delivered
PO-2022-01478,9/2/2023,SUP098,P00476,2146,10.29,22091.42,9/27/2023,10/1/2023,Delivered
PO-2022-01479,7/14/2022,SUP024,P00698,184,14.82,2725.98,8/30/2022,,Shipped
PO-2022-01480,3/9/2023,SUP130,P00341,2321,14.58,33848.11,3/29/2023,3/25/2023,Delivered
PO-2022-01481,2/2/2023,SUP081,P00225,1900,42.6,80948.93,3/24/2023,,Cancelled
PO-2022-01482,3/14/2023,SUP018,P01304,322,15.37,4948.25,4/9/2023,4/16/2023,Delivered
PO-2022-01483,12/8/2022,SUP112,P01066,1376,40.58,55841.41,1/11/2023,1/16/2023,Delivered
PO-2022-01484,6/1/2022,SUP135,P00211,2096,23.44,49131.8,7/11/2022,7/9/2022,Delivered
PO-2022-01485,2/26/2022,SUP082,P01278,3834,38.31,146874.37,4/21/2022,4/25/2022,Delivered
PO-2022-01486,5/26/2022,SUP078,P01057,895,14.43,12919.24,7/11/2022,7/20/2022,Delivered
PO-2022-01487,12/8/2022,SUP055,P00364,3958,16.95,67093.64,1/22/2023,1/21/2023,Delivered
PO-2022-01488,11/17/2022,SUP029,P00138,4550,33.72,153446.4,12/14/2022,12/11/2022,Delivered
PO-2022-01489,12/21/2023,SUP066,P00771,488,45.84,22370.67,1/27/2024,1/24/2024,Delivered
PO-2022-01490,11/8/2023,SUP091,P00436,1573,36.82,57924.68,12/16/2023,12/15/2023,Delivered
PO-2022-01491,4/24/2022,SUP006,P01927,2319,37.9,87898.55,6/5/2022,6/12/2022,Delivered
PO-2022-01492,12/24/2023,SUP027,P00831,3367,3.49,11759.27,2/10/2024,2/7/2024,Delivered
PO-2022-01493,2/22/2023,SUP031,P00585,2769,17.03,47169.77,4/17/2023,4/13/2023,Delivered
PO-2022-01494,10/21/2022,SUP128,P00534,3586,38.45,137896.5,11/10/2022,11/14/2022,Delivered
PO-2022-01495,1/17/2023,SUP102,P00940,3675,11.68,42914.88,3/5/2023,2/28/2023,Delivered
PO-2022-01496,11/2/2022,SUP088,P00732,2601,30.85,80248.82,12/23/2022,1/1/2023,Delivered
PO-2022-01497,11/28/2023,SUP112,P01204,1990,29.52,58744.63,1/1/2024,12/31/2023,Delivered
PO-2022-01498,7/27/2023,SUP106,P00148,4765,46.5,221588.79,8/6/2023,8/3/2023,Delivered
PO-2022-01499,10/30/2022,SUP053,P01623,1163,19.03,22130.89,12/9/2022,12/11/2022,Delivered
PO-2022-01500,7/23/2022,SUP103,P01303,3314,27.35,90640.18,9/18/2022,9/17/2022,Delivered
PO-2022-01501,6/17/2022,SUP023,P01999,4241,39.74,168516.32,7/26/2022,7/25/2022,Delivered
PO-2022-01502,5/28/2022,SUP023,P01114,332,38.71,12852.72,7/6/2022,7/4/2022,Delivered
PO-2022-01503,9/20/2023,SUP148,P01238,550,51.77,28471.86,10/8/2023,10/7/2023,Delivered
PO-2022-01504,8/6/2023,SUP042,P00728,4834,43.14,208559.44,9/9/2023,,Cancelled
PO-2022-01505,3/20/2023,SUP031,P00412,913,31.86,29090.51,5/13/2023,,Cancelled
PO-2022-01506,7/4/2023,SUP125,P01774,2037,23,46847.96,8/8/2023,,Pending
PO-2022-01507,5/4/2023,SUP114,P01764,2801,1.49,4162.85,6/27/2023,6/28/2023,Delivered
PO-2022-01508,6/12/2023,SUP071,P01061,2646,35.89,94961.24,7/5/2023,7/8/2023,Delivered
PO-2022-01509,2/6/2023,SUP097,P00952,4413,26.22,115715.45,3/11/2023,,Shipped
PO-2022-01510,10/15/2022,SUP095,P01003,2305,31.35,72269.92,11/1/2022,11/7/2022,Delivered
PO-2022-01511,4/4/2023,SUP073,P00691,1936,51.82,100315.66,4/25/2023,5/2/2023,Delivered
PO-2022-01512,12/19/2023,SUP121,P01814,3063,5.21,15960.1,1/5/2024,1/13/2024,Delivered
PO-2022-01513,4/20/2023,SUP033,P01371,2640,7.41,19554.15,5/6/2023,5/4/2023,Delivered
PO-2022-01514,9/10/2022,SUP126,P00939,129,31.03,4002.68,10/14/2022,10/15/2022,Delivered
PO-2022-01515,12/8/2022,SUP046,P01311,2068,13.51,27938.56,1/13/2023,1/11/2023,Delivered
PO-2022-01516,8/9/2022,SUP136,P01772,1443,14.95,21575.17,8/21/2022,,Cancelled
PO-2022-01517,7/19/2022,SUP027,P00934,957,27.91,26706.79,9/5/2022,9/13/2022,Delivered
PO-2022-01518,1/20/2022,SUP042,P02000,1480,13.15,19460.03,2/23/2022,3/2/2022,Delivered
PO-2022-01519,12/21/2022,SUP121,P01061,1433,34.66,49666.25,1/7/2023,1/5/2023,Delivered
PO-2022-01520,5/25/2023,SUP012,P01112,1846,25.14,46399.27,7/11/2023,7/17/2023,Delivered
PO-2022-01521,3/2/2022,SUP074,P01250,4096,14.36,58814.09,4/17/2022,4/26/2022,Delivered
PO-2022-01522,5/6/2023,SUP018,P01837,2181,12.64,27571.94,6/1/2023,6/2/2023,Delivered
PO-2022-01523,12/19/2023,SUP129,P01706,3929,34.32,134835.43,12/29/2023,1/4/2024,Delivered
PO-2022-01524,2/3/2023,SUP057,P01677,1746,3.46,6040.95,3/21/2023,3/23/2023,Delivered
PO-2022-01525,8/26/2023,SUP029,P00669,4779,22.25,106331.19,9/22/2023,,Pending
PO-2022-01526,1/18/2023,SUP121,P01135,3847,4.49,17281.13,2/4/2023,2/8/2023,Delivered
PO-2022-01527,7/2/2023,SUP027,P00546,374,31.89,11927.27,8/19/2023,8/24/2023,Delivered
PO-2022-01528,5/9/2022,SUP067,P01347,1970,42.46,83650.96,7/2/2022,7/8/2022,Delivered
PO-2022-01529,12/9/2023,SUP095,P01533,1628,32.97,53667.14,12/26/2023,1/3/2024,Delivered
PO-2022-01530,7/10/2022,SUP068,P01029,1160,45.85,53187.94,8/13/2022,8/15/2022,Delivered
PO-2022-01531,5/19/2022,SUP113,P01123,2827,12.35,34922.89,6/22/2022,,Shipped
PO-2022-01532,11/23/2022,SUP101,P00379,2378,43.71,103945.36,12/27/2022,12/22/2022,Delivered
PO-2022-01533,3/27/2023,SUP007,P00491,1992,23.88,47573.96,5/8/2023,5/3/2023,Delivered
PO-2022-01534,9/18/2022,SUP014,P00810,1000,33.59,33586.62,11/16/2022,,Cancelled
PO-2022-01535,8/7/2022,SUP061,P01224,2007,32.06,64352.12,9/28/2022,9/24/2022,Delivered
PO-2022-01536,11/1/2022,SUP034,P01776,1368,1.82,2494.18,12/6/2022,12/4/2022,Delivered
PO-2022-01537,5/26/2023,SUP003,P01404,837,31.55,26408.3,7/1/2023,7/1/2023,Delivered
PO-2022-01538,6/14/2023,SUP038,P01848,4518,23.3,105289.01,8/3/2023,7/31/2023,Delivered
PO-2022-01539,12/22/2023,SUP118,P01703,344,27.23,9366.71,2/11/2024,2/17/2024,Delivered
PO-2022-01540,5/13/2022,SUP098,P00049,1187,6.99,8299.23,6/7/2022,6/4/2022,Delivered
PO-2022-01541,8/1/2022,SUP005,P00119,3003,48.54,145777.99,9/14/2022,,Shipped
PO-2022-01542,11/2/2022,SUP065,P01537,1806,10.3,18601.57,12/3/2022,,Pending
PO-2022-01543,1/16/2022,SUP094,P00346,3710,21.08,78221.36,2/7/2022,,Pending
PO-2022-01544,2/20/2023,SUP147,P00267,3144,10.48,32940.04,4/16/2023,4/21/2023,Delivered
PO-2022-01545,7/14/2023,SUP101,P01746,2223,31.08,69094.32,8/17/2023,8/17/2023,Delivered
PO-2022-01546,8/15/2023,SUP094,P00715,1305,42.21,55086.74,9/6/2023,9/8/2023,Delivered
PO-2022-01547,2/3/2023,SUP086,P00714,4487,16.78,75294.26,3/10/2023,3/11/2023,Delivered
PO-2022-01548,4/22/2023,SUP024,P01355,3407,20.27,69073.64,6/8/2023,6/16/2023,Delivered
PO-2022-01549,6/14/2023,SUP042,P00101,1413,49.29,69647.45,7/18/2023,7/26/2023,Delivered
PO-2022-01550,8/2/2023,SUP048,P01659,889,36.17,32157.2,9/13/2023,9/17/2023,Delivered
PO-2022-01551,10/31/2023,SUP044,P01384,602,17.79,10708.33,12/19/2023,,Pending
PO-2022-01552,4/30/2022,SUP019,P01382,1509,34.52,52083.56,6/16/2022,6/16/2022,Delivered
PO-2022-01553,11/15/2022,SUP005,P01305,1452,6.87,9982.16,12/29/2022,,Shipped
PO-2022-01554,7/1/2023,SUP062,P00128,631,15.34,9681.54,8/3/2023,8/4/2023,Delivered
PO-2022-01555,7/10/2022,SUP081,P01960,4808,6.93,33342.22,8/29/2022,9/7/2022,Delivered
PO-2022-01556,10/6/2022,SUP063,P00649,205,27.37,5611.39,11/1/2022,11/1/2022,Delivered
PO-2022-01557,6/28/2023,SUP002,P00635,184,18.38,3382.73,7/22/2023,7/30/2023,Delivered
PO-2022-01558,2/6/2022,SUP030,P01688,4265,40.54,172900.85,3/27/2022,4/3/2022,Delivered
PO-2022-01559,3/15/2022,SUP031,P00571,248,10.74,2663.02,5/8/2022,5/16/2022,Delivered
PO-2022-01560,1/23/2023,SUP136,P00774,3755,42.78,160621.44,2/4/2023,2/11/2023,Delivered
PO-2022-01561,11/17/2022,SUP135,P01107,3605,26.47,95438.67,12/27/2022,1/2/2023,Delivered
PO-2022-01562,8/5/2023,SUP078,P00255,2790,40.49,112957.59,9/20/2023,9/26/2023,Delivered
PO-2022-01563,11/30/2023,SUP035,P00715,1139,41.77,47581.71,1/24/2024,1/21/2024,Delivered
PO-2022-01564,7/27/2023,SUP111,P01341,806,45.3,36514.51,9/17/2023,9/16/2023,Delivered
PO-2022-01565,5/12/2022,SUP110,P01259,2907,1.04,3030.78,7/4/2022,,Pending
PO-2022-01566,6/6/2022,SUP082,P00435,1301,3.3,4291.85,7/30/2022,8/1/2022,Delivered
PO-2022-01567,5/7/2022,SUP130,P01369,4420,13.72,60658.88,5/27/2022,5/22/2022,Delivered
PO-2022-01568,11/7/2022,SUP147,P00475,4412,9.63,42499.03,1/1/2023,1/8/2023,Delivered
PO-2022-01569,8/13/2023,SUP092,P01353,3106,27.03,83955.73,9/2/2023,9/6/2023,Delivered
PO-2022-01570,1/8/2023,SUP147,P01203,1555,42.02,65347.02,3/4/2023,3/3/2023,Delivered
PO-2022-01571,7/20/2023,SUP086,P01807,4078,17.39,70898.43,8/24/2023,8/27/2023,Delivered
PO-2022-01572,10/30/2022,SUP126,P01918,3912,38.35,150015,12/3/2022,11/29/2022,Delivered
PO-2022-01573,1/16/2022,SUP142,P00193,2870,25.66,73636.71,2/1/2022,2/2/2022,Delivered
PO-2022-01574,6/20/2023,SUP025,P00343,357,19.74,7047.31,7/17/2023,7/20/2023,Delivered
PO-2022-01575,1/31/2023,SUP131,P01915,1022,18.84,19254.62,3/16/2023,3/21/2023,Delivered
PO-2022-01576,6/17/2023,SUP056,P00190,304,35.63,10830.84,7/10/2023,7/15/2023,Delivered
PO-2022-01577,10/2/2023,SUP025,P00713,3556,18.76,66718.27,10/29/2023,11/1/2023,Delivered
PO-2022-01578,10/1/2022,SUP042,P01475,4726,30.02,141851.84,11/4/2022,,Cancelled
PO-2022-01579,10/31/2022,SUP048,P00093,2778,13.87,38522.77,12/12/2022,12/19/2022,Delivered
PO-2022-01580,11/24/2022,SUP014,P00730,4449,35.4,157499.55,1/22/2023,1/24/2023,Delivered
PO-2022-01581,5/29/2023,SUP126,P01573,1493,31.56,47112.13,7/2/2023,,Pending
PO-2022-01582,2/26/2022,SUP077,P01972,4751,28.21,134035.15,4/16/2022,4/24/2022,Delivered
PO-2022-01583,3/26/2022,SUP073,P00309,4479,11.18,50090.64,4/16/2022,4/15/2022,Delivered
PO-2022-01584,5/14/2022,SUP109,P00649,1616,28.72,46415.37,7/4/2022,7/4/2022,Delivered
PO-2022-01585,11/2/2022,SUP067,P01933,218,11.44,2493.27,12/26/2022,12/29/2022,Delivered
PO-2022-01586,6/8/2022,SUP071,P01871,3360,4.86,16317.21,7/1/2022,7/5/2022,Delivered
PO-2022-01587,1/29/2023,SUP023,P01699,3765,33.13,124729.72,3/9/2023,3/5/2023,Delivered
PO-2022-01588,8/12/2022,SUP026,P00980,1499,44.58,66823.57,10/6/2022,10/12/2022,Delivered
PO-2022-01589,11/28/2023,SUP038,P00553,829,42.96,35610.83,1/17/2024,1/13/2024,Delivered
PO-2022-01590,7/19/2023,SUP134,P00175,2651,18.48,49002.94,9/8/2023,9/14/2023,Delivered
PO-2022-01591,7/25/2023,SUP113,P01971,1760,42.03,73966.53,8/28/2023,8/31/2023,Delivered
PO-2022-01592,4/22/2023,SUP066,P01309,3635,20.46,74384.05,5/29/2023,5/29/2023,Delivered
PO-2022-01593,3/5/2023,SUP117,P00181,4929,11.6,57187.97,4/3/2023,4/6/2023,Delivered
PO-2022-01594,3/17/2022,SUP121,P00262,330,48.11,15877.31,4/3/2022,4/9/2022,Delivered
PO-2022-01595,1/23/2023,SUP010,P01349,941,37.67,35443.01,3/13/2023,3/11/2023,Delivered
PO-2022-01596,3/18/2023,SUP041,P00583,3634,16.05,58315.04,4/17/2023,4/14/2023,Delivered
PO-2022-01597,6/7/2023,SUP011,P01213,4060,10.33,41925.56,6/15/2023,6/14/2023,Delivered
PO-2022-01598,7/21/2022,SUP013,P00948,1464,21.82,31947.36,8/24/2022,,Pending
PO-2022-01599,7/1/2022,SUP046,P01840,1430,28.45,40689.58,8/6/2022,8/12/2022,Delivered
PO-2022-01600,2/15/2022,SUP107,P01318,1363,34.13,46520.04,2/24/2022,3/2/2022,Delivered
PO-2022-01601,10/4/2023,SUP100,P00845,3142,30.42,95587.05,10/14/2023,10/17/2023,Delivered
PO-2022-01602,9/20/2023,SUP102,P01185,2320,3.58,8312.66,11/6/2023,11/15/2023,Delivered
PO-2022-01603,2/26/2022,SUP114,P01359,233,11.29,2631.11,4/21/2022,4/20/2022,Delivered
PO-2022-01604,5/7/2022,SUP004,P01850,4413,17.74,78276.95,6/8/2022,6/10/2022,Delivered
PO-2022-01605,10/17/2023,SUP004,P01242,1943,25.05,48677.27,11/18/2023,11/15/2023,Delivered
PO-2022-01606,7/1/2022,SUP100,P01653,4667,40.81,190479.36,7/11/2022,7/18/2022,Delivered
PO-2022-01607,2/11/2023,SUP092,P00319,2340,39.23,91804.23,3/3/2023,3/4/2023,Delivered
PO-2022-01608,10/27/2022,SUP109,P01581,4960,30.8,152747.12,12/17/2022,,Cancelled
PO-2022-01609,3/6/2022,SUP061,P01976,4661,36.78,171416.43,4/27/2022,5/1/2022,Delivered
PO-2022-01610,10/17/2023,SUP021,P00522,883,17.25,15229.58,10/29/2023,,Cancelled
PO-2022-01611,5/28/2022,SUP010,P01896,4845,9.19,44543.5,7/16/2022,7/23/2022,Delivered
PO-2022-01612,2/3/2023,SUP033,P01840,1603,29.9,47923.82,2/19/2023,2/23/2023,Delivered
PO-2022-01613,10/27/2022,SUP144,P01397,123,16.34,2010.09,12/2/2022,12/2/2022,Delivered
PO-2022-01614,6/10/2022,SUP092,P00878,1371,37.85,51887.03,6/30/2022,7/9/2022,Delivered
PO-2022-01615,5/24/2023,SUP149,P01244,1699,22.7,38560.91,6/14/2023,6/17/2023,Delivered
PO-2022-01616,2/7/2022,SUP061,P01666,3901,20.27,79078.32,3/31/2022,3/27/2022,Delivered
PO-2022-01617,9/9/2023,SUP134,P00848,1308,1.45,1893.4,10/30/2023,10/28/2023,Delivered
PO-2022-01618,7/22/2022,SUP098,P00101,3617,48.04,173769.18,8/16/2022,8/18/2022,Delivered
PO-2022-01619,7/15/2023,SUP120,P01263,4922,26.85,132167.1,8/9/2023,8/11/2023,Delivered
PO-2022-01620,4/12/2023,SUP067,P01101,915,35.47,32456.48,6/5/2023,6/8/2023,Delivered
PO-2022-01621,10/31/2023,SUP137,P00407,2434,13.39,32588.91,11/17/2023,11/23/2023,Delivered
PO-2022-01622,1/9/2022,SUP141,P01101,2885,36.72,105928.24,3/7/2022,3/11/2022,Delivered
PO-2022-01623,5/13/2023,SUP125,P00622,453,40.61,18395.34,6/17/2023,6/19/2023,Delivered
PO-2022-01624,11/4/2022,SUP062,P00037,999,4.56,4560.42,12/7/2022,12/10/2022,Delivered
PO-2022-01625,4/23/2023,SUP041,P00716,3397,32.35,109882.53,5/23/2023,5/30/2023,Delivered
PO-2022-01626,7/31/2022,SUP082,P00754,3850,37.74,145285.63,9/23/2022,9/21/2022,Delivered
PO-2022-01627,7/31/2022,SUP012,P00834,3952,35.71,141126.98,9/16/2022,9/18/2022,Delivered
PO-2022-01628,11/25/2023,SUP060,P00246,4147,10.91,45227.53,1/5/2024,1/3/2024,Delivered
PO-2022-01629,10/27/2022,SUP142,P01460,3021,28.89,87286.61,11/12/2022,11/18/2022,Delivered
PO-2022-01630,6/30/2022,SUP123,P01922,4889,18.31,89522.65,7/15/2022,7/19/2022,Delivered
PO-2022-01631,6/12/2022,SUP053,P00456,204,51.53,10512.37,7/22/2022,7/27/2022,Delivered
PO-2022-01632,6/25/2023,SUP054,P00879,1374,9.56,13142.02,8/12/2023,8/8/2023,Delivered
PO-2022-01633,11/16/2022,SUP099,P00780,1647,14.56,23981.5,12/12/2022,12/12/2022,Delivered
PO-2022-01634,8/20/2023,SUP081,P00763,835,41.09,34307.45,10/9/2023,10/6/2023,Delivered
PO-2022-01635,9/25/2023,SUP048,P01682,1176,36.23,42605.66,11/6/2023,11/2/2023,Delivered
PO-2022-01636,7/3/2023,SUP104,P00049,995,6.52,6488.51,8/3/2023,8/7/2023,Delivered
PO-2022-01637,7/7/2023,SUP002,P00211,3373,24.28,81889.96,7/31/2023,7/28/2023,Delivered
PO-2022-01638,10/9/2022,SUP061,P00755,3222,15.67,50494.09,11/30/2022,12/4/2022,Delivered
PO-2022-01639,4/30/2022,SUP053,P01267,4506,38.63,174089.02,6/9/2022,6/11/2022,Delivered
PO-2022-01640,2/17/2022,SUP130,P01592,107,20.71,2215.96,3/9/2022,3/11/2022,Delivered
PO-2022-01641,7/20/2023,SUP019,P00941,1000,39.61,39613.23,9/5/2023,9/1/2023,Delivered
PO-2022-01642,6/16/2023,SUP090,P01045,132,9.06,1196.55,7/3/2023,7/7/2023,Delivered
PO-2022-01643,12/30/2022,SUP096,P01116,4740,31.12,147525.51,1/13/2023,1/8/2023,Delivered
PO-2022-01644,1/27/2022,SUP056,P01458,4303,18.34,78904.72,2/19/2022,2/16/2022,Delivered
PO-2022-01645,6/15/2023,SUP027,P01128,1455,3.28,4771.28,8/2/2023,,Pending
PO-2022-01646,12/14/2022,SUP133,P01780,4238,12.24,51860.02,1/12/2023,1/11/2023,Delivered
PO-2022-01647,7/3/2022,SUP029,P00895,4728,28.09,132804.16,7/30/2022,7/31/2022,Delivered
PO-2022-01648,4/22/2023,SUP076,P01867,2048,26.42,54106.08,5/18/2023,5/16/2023,Delivered
PO-2022-01649,10/16/2023,SUP046,P00106,4781,36.08,172514.19,11/21/2023,11/26/2023,Delivered
PO-2022-01650,1/11/2022,SUP126,P00321,559,9.29,5191.17,2/14/2022,,Pending
PO-2022-01651,6/9/2022,SUP011,P01660,3106,42.96,133438.58,6/17/2022,6/21/2022,Delivered
PO-2022-01652,11/23/2022,SUP104,P00529,4015,38.84,155948.69,12/24/2022,,Shipped
PO-2022-01653,11/30/2022,SUP003,P01267,2497,41.31,103146.5,1/5/2023,,Shipped
PO-2022-01654,10/28/2023,SUP083,P01951,2903,27.45,79698.88,12/2/2023,12/6/2023,Delivered
PO-2022-01655,3/28/2023,SUP119,P00826,3761,3.71,13956.65,4/28/2023,4/30/2023,Delivered
PO-2022-01656,4/20/2022,SUP059,P01963,3461,6.69,23160.03,5/9/2022,,Shipped
PO-2022-01657,12/4/2022,SUP021,P00556,2139,45,96262.29,12/16/2022,12/11/2022,Delivered
PO-2022-01658,6/12/2022,SUP043,P00665,2507,7.37,18477.11,7/19/2022,7/14/2022,Delivered
PO-2022-01659,7/19/2022,SUP105,P01128,1004,3.08,3095.11,9/16/2022,9/15/2022,Delivered
PO-2022-01660,4/16/2022,SUP115,P01045,2121,10.45,22163.02,5/26/2022,5/27/2022,Delivered
PO-2022-01661,9/12/2023,SUP010,P00961,3591,31.95,114736.96,10/31/2023,10/27/2023,Delivered
PO-2022-01662,6/2/2022,SUP023,P01618,534,2.27,1212.55,7/11/2022,7/14/2022,Delivered
PO-2022-01663,5/19/2022,SUP025,P01441,4543,21.41,97272.96,6/15/2022,6/21/2022,Delivered
PO-2022-01664,7/17/2022,SUP132,P01949,480,25.83,12397.72,7/25/2022,7/25/2022,Delivered
PO-2022-01665,7/11/2022,SUP129,P00525,3207,23.43,75126.32,7/21/2022,7/27/2022,Delivered
PO-2022-01666,11/9/2022,SUP062,P01131,1776,37.03,65763.31,12/12/2022,,Pending
PO-2022-01667,1/25/2022,SUP088,P01061,1142,32.26,36837.44,3/17/2022,3/25/2022,Delivered
PO-2022-01668,6/2/2023,SUP138,P00199,1691,27.29,46153.62,7/19/2023,7/22/2023,Delivered
PO-2022-01669,5/16/2023,SUP098,P00294,1021,44.59,45523.53,6/10/2023,6/12/2023,Delivered
PO-2022-01670,1/2/2023,SUP023,P00316,4953,44.56,220691.53,2/10/2023,,Cancelled
PO-2022-01671,9/1/2023,SUP087,P01041,4747,50.77,241028.26,9/26/2023,9/22/2023,Delivered
PO-2022-01672,1/10/2022,SUP110,P01886,487,34.52,16809.88,3/4/2022,3/12/2022,Delivered
PO-2022-01673,4/19/2023,SUP111,P01826,4987,48.6,242391.12,6/10/2023,6/17/2023,Delivered
PO-2022-01674,3/25/2023,SUP141,P01564,2742,51.48,141156.24,5/21/2023,5/26/2023,Delivered
PO-2022-01675,1/5/2023,SUP113,P00773,1715,34.5,59170.96,2/8/2023,2/13/2023,Delivered
PO-2022-01676,7/1/2023,SUP003,P00260,3306,27.21,89941.15,8/6/2023,8/15/2023,Delivered
PO-2022-01677,2/28/2022,SUP081,P01263,2276,25.75,58597.76,4/19/2022,4/23/2022,Delivered
PO-2022-01678,3/31/2023,SUP110,P00899,3180,4.5,14308.56,5/23/2023,5/30/2023,Delivered
PO-2022-01679,11/11/2023,SUP122,P01598,417,41.6,17345.15,12/2/2023,12/3/2023,Delivered
PO-2022-01680,12/17/2023,SUP069,P01357,3412,46.5,158656.5,1/28/2024,1/31/2024,Delivered
PO-2022-01681,7/21/2022,SUP100,P01673,1156,14.38,16622.91,7/31/2022,,Cancelled
PO-2022-01682,12/21/2023,SUP063,P00944,3640,21.43,78014.23,1/16/2024,,Shipped
PO-2022-01683,7/25/2023,SUP131,P00632,2956,26.53,78416.1,9/7/2023,9/9/2023,Delivered
PO-2022-01684,2/9/2022,SUP109,P01214,2893,1.15,3324.94,4/1/2022,,Pending
PO-2022-01685,2/17/2022,SUP055,P01583,3276,48.41,158589.03,4/3/2022,,Cancelled
PO-2022-01686,5/22/2023,SUP020,P01388,2897,5.35,15489.04,6/9/2023,6/16/2023,Delivered
PO-2022-01687,8/1/2023,SUP087,P00965,3364,18.69,62880.76,8/26/2023,8/27/2023,Delivered
PO-2022-01688,4/16/2022,SUP135,P00958,4374,32.6,142609.12,5/26/2022,6/1/2022,Delivered
PO-2022-01689,11/19/2022,SUP005,P01636,1823,49.41,90074.72,1/2/2023,1/10/2023,Delivered
PO-2022-01690,2/17/2023,SUP075,P01408,4041,30.36,122698.03,3/6/2023,3/2/2023,Delivered
PO-2022-01691,12/5/2023,SUP123,P01450,1352,26.23,35459.69,12/20/2023,12/21/2023,Delivered
PO-2022-01692,2/5/2022,SUP008,P00028,185,11.74,2171.46,3/1/2022,3/5/2022,Delivered
PO-2022-01693,1/5/2022,SUP053,P01890,2656,33.44,88814.56,2/14/2022,,Pending
PO-2022-01694,9/14/2022,SUP075,P01523,2344,6.41,15020.91,10/1/2022,9/27/2022,Delivered
PO-2022-01695,4/17/2022,SUP019,P00125,582,16.65,9690.15,6/3/2022,6/12/2022,Delivered
PO-2022-01696,10/11/2023,SUP034,P00901,327,36.24,11849.03,11/15/2023,11/13/2023,Delivered
PO-2022-01697,9/3/2022,SUP033,P00794,4372,8.72,38111.07,9/19/2022,,Pending
PO-2022-01698,11/9/2023,SUP042,P00491,1116,25.48,28438.66,12/13/2023,12/19/2023,Delivered
PO-2022-01699,4/21/2022,SUP096,P01343,2041,41.48,84655.34,5/5/2022,5/14/2022,Delivered
PO-2022-01700,2/8/2023,SUP108,P01219,2142,17.48,37451.39,3/9/2023,3/6/2023,Delivered
PO-2022-01701,8/8/2023,SUP128,P01206,3901,13.02,50781.21,8/28/2023,8/25/2023,Delivered
PO-2022-01702,5/7/2023,SUP087,P01562,4828,29.83,144041.05,6/1/2023,6/2/2023,Delivered
