SaleID,Date,ProductID,Quantity,SellingPrice,TotalAmount,CustomerType,PaymentMethod,PrescriptionID,EmployeeID,DiscountPercentage,IsInsuranceClaim
S01890,4/24/2022,P01861,86,84.98,7308.28,Online,Debit Card,,EMP031,0,No
S01891,3/24/2022,P01010,44,59.36,2611.84,Retail,Credit Card,,EMP040,2.23,No
S01892,11/29/2022,P00911,92,113.56,10447.52,Clinic,Credit Card,,EMP005,9.19,No
S01893,8/15/2022,P00049,39,20.85,813.15,Hospital,Credit Card,,EMP018,0,No
S01894,4/22/2022,P00863,44,109.73,4828.12,Clinic,Insurance,,EMP021,0,Yes
S01895,1/14/2023,P01944,99,15.54,1538.46,Hospital,Cash,,EMP033,16.07,No
S01896,1/16/2023,P00013,76,48.32,3672.32,Retail,Debit Card,,EMP002,6,No
S01897,12/9/2022,P00724,72,98,7056,Hospital,Credit Card,,EMP047,16.58,No
S01898,8/14/2023,P00021,36,36.83,1325.88,Online,Insurance,,EMP016,0,Yes
S01899,3/2/2023,P00217,2,153.66,307.32,Hospital,Cash,,EMP049,8.25,No
S01900,9/10/2023,P00306,52,69.16,3596.32,Retail,Cash,,EMP002,0,No
S01901,9/22/2022,P00398,52,168.13,8742.76,Online,Credit Card,,EMP049,0,No
S01902,5/22/2023,P00130,83,16.02,1329.66,Hospital,Cash,,EMP004,0,No
S01903,6/30/2022,P01904,93,95.03,8837.79,Hospital,Insurance,,EMP025,14.15,Yes
S01904,7/10/2023,P00511,25,166.77,4169.25,Clinic,Credit Card,,EMP006,0,No
S01905,1/4/2022,P00954,46,9.13,419.98,Hospital,Credit Card,,EMP016,16.73,No
S01906,11/20/2022,P00217,47,153.66,7222.02,Hospital,Debit Card,,EMP006,18.3,No
S01907,4/18/2023,P01467,3,4.53,13.59,Online,Cash,,EMP010,4.74,No
S01908,11/6/2023,P01612,13,107.68,1399.84,Hospital,Insurance,,EMP002,10.47,Yes
S01909,3/3/2023,P01569,4,44.4,177.6,Hospital,Insurance,,EMP036,0,Yes
S01910,11/6/2022,P00041,49,14.29,700.21,Retail,Insurance,RX-3947,EMP010,6.35,Yes
S01911,3/24/2022,P00804,84,99.85,8387.4,Wholesale,Credit Card,,EMP045,0,No
S01912,8/3/2023,P00636,77,98.41,7577.57,Clinic,Debit Card,,EMP009,8.11,No
S01913,9/6/2022,P01339,26,70.94,1844.44,Online,Insurance,,EMP020,0,Yes
S01914,8/18/2023,P00624,37,227.95,8434.15,Online,Cash,,EMP037,0,No
S01915,12/15/2022,P00625,18,187.72,3378.96,Retail,Credit Card,RX-9365,EMP014,0,No
S01916,9/3/2023,P00103,47,84.8,3985.6,Retail,Debit Card,RX-8849,EMP015,0,No
S01917,11/20/2023,P00936,30,70.77,2123.1,Hospital,Debit Card,,EMP002,0,No
S01918,1/3/2023,P00277,5,90.88,454.4,Hospital,Debit Card,,EMP018,0,No
S01919,6/24/2023,P00997,17,155.58,2644.86,Wholesale,Insurance,,EMP005,0,Yes
S01920,11/9/2023,P01004,91,211.24,19222.84,Wholesale,Insurance,,EMP047,15.67,Yes
S01921,2/13/2023,P00375,27,153.78,4152.06,Online,Debit Card,,EMP024,0,No
S01922,9/13/2023,P01323,60,16.56,993.6,Wholesale,Cash,,EMP029,18.62,No
S01923,3/1/2023,P01804,13,32.71,425.23,Retail,Credit Card,RX-6387,EMP020,12.07,No
S01924,1/3/2022,P01029,74,232.67,17217.58,Hospital,Debit Card,,EMP048,1.9,No
S01925,2/7/2023,P00472,46,192.48,8854.08,Clinic,Debit Card,,EMP022,6.22,No
S01926,2/22/2022,P01447,1,116.25,116.25,Wholesale,Cash,,EMP031,0,No
S01927,2/15/2023,P00142,49,26.3,1288.7,Clinic,Cash,,EMP038,0,No
S01928,4/26/2023,P01007,74,22.53,1667.22,Hospital,Credit Card,,EMP029,0,No
S01929,8/6/2023,P01544,23,76.15,1751.45,Retail,Credit Card,,EMP017,7.86,No
S01930,6/17/2022,P01595,95,103.44,9826.8,Hospital,Cash,,EMP015,6.34,No
S01931,1/27/2022,P01680,58,140.05,8122.9,Clinic,Credit Card,,EMP015,0,No
S01932,7/23/2023,P00796,88,51.89,4566.32,Wholesale,Credit Card,,EMP019,0,No
S01933,5/4/2022,P00665,13,27.17,353.21,Wholesale,Cash,,EMP010,10.04,No
S01934,12/7/2023,P00856,15,26.14,392.1,Online,Cash,,EMP007,0,No
S01935,3/29/2023,P01123,34,22.92,779.28,Hospital,Debit Card,,EMP030,0,No
S01936,5/30/2023,P00012,70,14.24,996.8,Online,Debit Card,,EMP045,0,No
S01937,2/14/2023,P01802,85,115.73,9837.05,Wholesale,Insurance,,EMP044,0,Yes
S01938,10/20/2022,P00180,69,84.46,5827.74,Clinic,Credit Card,,EMP032,0,No
S01939,2/20/2023,P01590,96,66.4,6374.4,Online,Cash,,EMP002,0,No
S01940,7/29/2023,P01869,99,175.91,17415.09,Hospital,Insurance,,EMP023,0,Yes
S01941,7/8/2023,P01581,56,79.73,4464.88,Retail,Cash,RX-4792,EMP012,8.19,No
S01942,5/5/2023,P00155,73,91.72,6695.56,Online,Cash,,EMP006,0,No
S01943,3/20/2022,P01714,11,144.64,1591.04,Retail,Cash,RX-3387,EMP031,0,No
S01944,9/7/2022,P00171,38,39.55,1502.9,Clinic,Insurance,,EMP046,0,Yes
S01945,10/31/2023,P00835,31,65.1,2018.1,Hospital,Credit Card,,EMP030,0,No
S01946,7/31/2022,P01581,25,79.73,1993.25,Retail,Debit Card,RX-9167,EMP036,19.53,No
S01947,2/9/2023,P00318,97,95.46,9259.62,Hospital,Credit Card,,EMP029,8.58,No
S01948,11/21/2022,P00564,60,128.81,7728.6,Clinic,Debit Card,,EMP026,15.95,No
S01949,2/13/2023,P01330,14,131,1834,Retail,Insurance,,EMP038,0,Yes
S01950,6/10/2022,P01179,26,28.1,730.6,Online,Insurance,,EMP031,0,Yes
S01951,4/12/2022,P00013,66,48.32,3189.12,Wholesale,Credit Card,,EMP031,0,No
S01952,4/9/2023,P01911,68,116.47,7919.96,Clinic,Credit Card,,EMP034,13.6,No
S01953,2/7/2022,P01060,75,201.92,15144,Retail,Cash,RX-5339,EMP046,0,No
S01954,7/28/2022,P01386,69,40.93,2824.17,Wholesale,Insurance,,EMP002,0,Yes
S01955,5/9/2022,P01520,2,10.44,20.88,Hospital,Cash,,EMP001,0,No
S01956,2/5/2023,P01993,66,97.17,6413.22,Wholesale,Cash,,EMP046,0,No
S01957,9/27/2022,P01898,29,58.06,1683.74,Wholesale,Cash,,EMP033,0,No
S01958,2/5/2023,P01039,75,96.06,7204.5,Clinic,Insurance,,EMP018,0,Yes
S01959,7/12/2023,P00684,62,68.22,4229.64,Clinic,Debit Card,,EMP003,0,No
S01960,10/16/2022,P00991,57,57.34,3268.38,Wholesale,Debit Card,,EMP030,0,No
S01961,10/3/2022,P01231,22,226.74,4988.28,Clinic,Insurance,,EMP014,0,Yes
S01962,8/8/2022,P00481,30,8.27,248.1,Hospital,Insurance,,EMP016,0,Yes
S01963,11/25/2023,P00516,14,201.66,2823.24,Hospital,Credit Card,,EMP003,15.11,No
S01964,3/27/2023,P01747,84,126.44,10620.96,Clinic,Credit Card,,EMP024,0,No
S01965,5/14/2022,P00042,95,9.38,891.1,Wholesale,Credit Card,,EMP015,0,No
S01966,6/23/2023,P00858,84,7.52,631.68,Retail,Debit Card,RX-2059,EMP013,0,No
S01967,5/1/2022,P00016,30,90.07,2702.1,Retail,Credit Card,RX-8912,EMP029,5.88,No
S01968,9/5/2022,P00033,87,101.36,8818.32,Online,Debit Card,,EMP011,0,No
S01969,4/2/2023,P01594,84,102.68,8625.12,Online,Insurance,,EMP003,14.64,Yes
S01970,6/23/2022,P01504,31,153.23,4750.13,Wholesale,Credit Card,,EMP023,0,No
S01971,12/26/2022,P01053,55,147.93,8136.15,Online,Insurance,,EMP034,16.29,Yes
S01972,6/7/2022,P01231,90,226.74,20406.6,Online,Cash,,EMP010,15.66,No
S01973,9/29/2022,P00101,59,200.15,11808.85,Hospital,Insurance,,EMP042,0,Yes
S01974,10/30/2023,P00305,37,102.94,3808.78,Clinic,Debit Card,,EMP013,8.38,No
S01975,12/9/2023,P00255,41,157.21,6445.61,Retail,Debit Card,,EMP026,10.41,No
S01976,2/12/2022,P00619,79,25.24,1993.96,Clinic,Credit Card,,EMP026,0,No
S01977,6/14/2022,P01169,38,52.18,1982.84,Wholesale,Insurance,,EMP011,0,Yes
S01978,3/31/2022,P00094,59,40.23,2373.57,Clinic,Debit Card,,EMP002,0,No
S01979,10/23/2022,P00461,30,185.84,5575.2,Hospital,Credit Card,,EMP010,0,No
S01980,12/26/2023,P01624,47,85.73,4029.31,Retail,Insurance,,EMP013,9.59,Yes
S01981,7/4/2023,P00297,64,91.57,5860.48,Wholesale,Debit Card,,EMP009,0,No
S01982,5/26/2022,P00519,29,53.57,1553.53,Hospital,Insurance,,EMP022,0,Yes
S01983,5/9/2023,P01696,9,90.79,817.11,Wholesale,Credit Card,,EMP037,1.93,No
S01984,11/11/2023,P01017,59,60.27,3555.93,Clinic,Credit Card,,EMP041,0,No
S01985,10/22/2022,P00647,33,174.71,5765.43,Hospital,Cash,,EMP031,0,No
S01986,1/12/2022,P01596,95,100.97,9592.15,Clinic,Cash,,EMP010,0,No
S01987,1/3/2022,P01753,12,165.8,1989.6,Wholesale,Debit Card,,EMP028,0,No
S01988,4/17/2022,P00650,69,105.65,7289.85,Online,Debit Card,,EMP005,0,No
S01989,7/16/2023,P00637,43,98.31,4227.33,Clinic,Insurance,,EMP042,9.34,Yes
S01990,3/2/2023,P00270,85,39.89,3390.65,Online,Credit Card,,EMP030,0,No
S01991,1/7/2023,P00556,67,137.1,9185.7,Clinic,Debit Card,,EMP027,0,No
S01992,7/7/2023,P00508,82,79.87,6549.34,Wholesale,Cash,,EMP045,0,No
S01993,10/3/2022,P00726,83,4.17,346.11,Wholesale,Insurance,,EMP005,0,Yes
S01994,12/19/2022,P01992,55,141.04,7757.2,Hospital,Debit Card,,EMP047,0,No
S01995,7/4/2022,P00188,26,22.42,582.92,Online,Credit Card,,EMP011,4.87,No
S01996,6/14/2022,P00778,83,14.67,1217.61,Hospital,Insurance,,EMP021,0,Yes
S01997,8/5/2023,P01646,67,42.03,2816.01,Clinic,Insurance,,EMP028,0.76,Yes
S01998,7/19/2022,P00602,59,139.59,8235.81,Retail,Debit Card,RX-4325,EMP032,0,No
S01999,4/18/2023,P01799,2,100.14,200.28,Hospital,Cash,,EMP029,0,No
S02000,10/3/2023,P01318,78,124.11,9680.58,Clinic,Credit Card,,EMP038,0,No
S02001,9/11/2022,P01238,26,226.45,5887.7,Hospital,Credit Card,,EMP019,0,No
S02002,12/8/2023,P00860,89,13.76,1224.64,Wholesale,Debit Card,,EMP030,0,No
S02003,7/19/2022,P00031,43,3.1,133.3,Hospital,Credit Card,,EMP018,0,No
S02004,6/16/2022,P01955,98,80.88,7926.24,Wholesale,Debit Card,,EMP014,0,No
S02005,6/12/2022,P01153,97,26.77,2596.69,Retail,Credit Card,,EMP038,0,No
S02006,2/17/2023,P01169,83,52.18,4330.94,Retail,Debit Card,RX-4044,EMP019,19.47,No
S02007,9/24/2022,P00740,93,8.99,836.07,Online,Cash,,EMP024,0,No
S02008,11/24/2023,P01279,82,61.7,5059.4,Online,Credit Card,,EMP047,0,No
S02009,10/10/2023,P01536,51,34.87,1778.37,Clinic,Insurance,,EMP021,0,Yes
S02010,3/26/2023,P00512,2,103.61,207.22,Clinic,Insurance,,EMP039,0,Yes
S02011,7/10/2023,P01016,13,111.06,1443.78,Clinic,Debit Card,,EMP040,0,No
S02012,8/27/2023,P00343,25,99.84,2496,Wholesale,Credit Card,,EMP047,0,No
S02013,12/16/2022,P00576,10,8.22,82.2,Online,Credit Card,,EMP008,5.15,No
S02014,10/31/2022,P00268,42,123.15,5172.3,Hospital,Cash,,EMP027,17.03,No
S02015,11/22/2023,P00499,23,62.81,1444.63,Hospital,Debit Card,,EMP039,0,No
S02016,10/18/2022,P01511,66,19.16,1264.56,Clinic,Debit Card,,EMP042,0,No
S02017,6/28/2022,P01328,55,10.03,551.65,Hospital,Debit Card,,EMP035,0.72,No
S02018,12/19/2023,P00785,77,67.59,5204.43,Clinic,Insurance,,EMP024,0,Yes
S02019,11/22/2022,P00759,84,26.89,2258.76,Wholesale,Credit Card,,EMP043,0,No
S02020,2/9/2023,P00503,67,84.42,5656.14,Hospital,Credit Card,,EMP048,0,No
S02021,10/8/2022,P00048,70,136.12,9528.4,Wholesale,Insurance,,EMP026,0,Yes
S02022,1/16/2022,P01260,66,145.98,9634.68,Wholesale,Debit Card,,EMP040,0,No
S02023,4/24/2023,P01926,43,15.36,660.48,Wholesale,Credit Card,,EMP013,0,No
S02024,3/3/2022,P00414,9,113.92,1025.28,Retail,Insurance,,EMP002,0,Yes
S02025,11/28/2022,P00581,27,148.56,4011.12,Wholesale,Credit Card,,EMP005,0,No
S02026,7/25/2023,P00784,41,83.75,3433.75,Online,Insurance,,EMP011,0,Yes
S02027,12/31/2023,P00978,26,20.04,521.04,Retail,Credit Card,RX-1481,EMP044,0,No
S02028,6/17/2023,P00703,5,128.28,641.4,Retail,Insurance,RX-3279,EMP007,11.56,Yes
S02029,11/21/2022,P00191,34,169.95,5778.3,Hospital,Credit Card,,EMP042,0,No
S02030,4/20/2022,P01103,38,33.37,1268.06,Wholesale,Insurance,,EMP016,0,Yes
S02031,8/18/2022,P00606,42,92.02,3864.84,Online,Cash,,EMP044,3.65,No
S02032,11/6/2022,P01196,68,137.27,9334.36,Clinic,Debit Card,,EMP003,0,No
S02033,8/3/2023,P00388,26,21.6,561.6,Online,Insurance,,EMP034,0,Yes
S02034,8/21/2023,P00656,77,120,9240,Hospital,Cash,,EMP037,5.77,No
S02035,12/30/2022,P01152,74,8.24,609.76,Wholesale,Cash,,EMP047,0,No
S02036,1/22/2022,P01191,47,196.02,9212.94,Clinic,Cash,,EMP032,15.82,No
S02037,10/29/2022,P00926,11,217.4,2391.4,Wholesale,Insurance,,EMP044,0,Yes
S02038,11/18/2023,P01125,10,72.3,723,Clinic,Insurance,,EMP008,6.62,Yes
S02039,4/1/2022,P00694,60,94.46,5667.6,Clinic,Debit Card,,EMP042,0,No
S02040,12/30/2023,P01706,74,144.68,10706.32,Online,Insurance,,EMP025,0,Yes
S02041,12/10/2023,P00792,58,60.33,3499.14,Retail,Cash,,EMP001,16.33,No
S02042,7/2/2023,P00871,85,105.62,8977.7,Wholesale,Credit Card,,EMP042,0,No
S02043,8/1/2022,P00962,49,44.75,2192.75,Online,Cash,,EMP038,0,No
S02044,2/11/2022,P00726,2,4.17,8.34,Hospital,Debit Card,,EMP041,0,No
S02045,1/21/2023,P01979,39,230.3,8981.7,Online,Insurance,,EMP031,0,Yes
S02046,11/9/2022,P01712,48,71.24,3419.52,Online,Insurance,,EMP043,0,Yes
S02047,3/23/2022,P01766,10,28.74,287.4,Online,Insurance,,EMP004,0,Yes
S02048,4/4/2022,P00724,97,98,9506,Clinic,Credit Card,,EMP048,0,No
S02049,9/13/2022,P00923,5,20.11,100.55,Retail,Credit Card,RX-6496,EMP041,0,No
S02050,1/7/2023,P00836,94,15.91,1495.54,Retail,Credit Card,RX-3246,EMP027,0,No
S02051,5/21/2023,P01488,70,75.36,5275.2,Retail,Cash,,EMP014,0,No
S02052,3/25/2022,P00450,45,22.82,1026.9,Clinic,Insurance,,EMP046,9.38,Yes
S02053,9/11/2023,P01734,13,58.65,762.45,Retail,Credit Card,RX-3417,EMP024,0,No
S02054,7/4/2023,P00256,9,148.85,1339.65,Wholesale,Credit Card,,EMP028,2.43,No
S02055,12/25/2022,P00107,50,48.96,2448,Online,Debit Card,,EMP014,16.32,No
S02056,5/21/2023,P01687,96,150.55,14452.8,Online,Insurance,,EMP012,0,Yes
S02057,5/3/2023,P01583,67,104.95,7031.65,Retail,Credit Card,RX-9094,EMP031,0,No
S02058,10/7/2022,P00337,40,11.25,450,Retail,Cash,RX-7413,EMP024,0,No
S02059,7/13/2023,P00376,75,15.47,1160.25,Online,Debit Card,,EMP036,0,No
S02060,11/5/2023,P01647,25,74.85,1871.25,Online,Cash,,EMP030,16.22,No
S02061,11/8/2023,P01837,91,49.77,4529.07,Clinic,Insurance,,EMP047,8.18,Yes
S02062,4/22/2022,P01444,3,41.54,124.62,Retail,Insurance,RX-4096,EMP029,0,Yes
S02063,6/16/2022,P00509,69,213.72,14746.68,Online,Credit Card,,EMP014,17.8,No
S02064,3/9/2023,P01891,35,78.78,2757.3,Retail,Debit Card,RX-6237,EMP046,0,No
S02065,7/8/2023,P00822,68,128.79,8757.72,Online,Cash,,EMP036,2.37,No
S02066,3/24/2023,P00534,85,101.01,8585.85,Online,Cash,,EMP011,0,No
S02067,4/13/2022,P01622,99,59.49,5889.51,Online,Credit Card,,EMP020,0,No
S02068,1/4/2023,P00433,47,89.88,4224.36,Wholesale,Insurance,,EMP006,0,Yes
S02069,1/13/2023,P01310,2,58.4,116.8,Wholesale,Credit Card,,EMP007,0,No
S02070,3/28/2023,P00724,99,98,9702,Retail,Credit Card,RX-4040,EMP045,16.83,No
S02071,5/16/2022,P01500,50,96.27,4813.5,Retail,Insurance,RX-8008,EMP048,0,Yes
S02072,5/29/2022,P01746,3,155.25,465.75,Clinic,Cash,,EMP016,0,No
S02073,12/16/2023,P00298,40,84.68,3387.2,Wholesale,Credit Card,,EMP003,0,No
S02074,11/19/2022,P00743,83,168.74,14005.42,Retail,Credit Card,RX-1575,EMP042,0,No
S02075,1/22/2022,P00413,90,230.55,20749.5,Clinic,Insurance,,EMP013,0,Yes
S02076,12/31/2022,P01618,56,9.52,533.12,Clinic,Cash,,EMP005,0,No
S02077,1/19/2023,P00445,85,213.9,18181.5,Clinic,Debit Card,,EMP019,0,No
S02078,9/11/2023,P00681,68,105.09,7146.12,Hospital,Cash,,EMP013,0,No
S02079,2/20/2022,P00688,31,235.46,7299.26,Retail,Cash,,EMP029,0,No
S02080,11/29/2023,P00738,98,50.73,4971.54,Clinic,Insurance,,EMP012,0,Yes
S02081,3/9/2023,P01895,45,121.31,5458.95,Hospital,Debit Card,,EMP029,0,No
S02082,4/21/2023,P00701,72,71.05,5115.6,Hospital,Credit Card,,EMP015,0,No
S02083,2/23/2022,P01499,39,6.93,270.27,Hospital,Insurance,,EMP023,12.4,Yes
S02084,11/11/2022,P00182,30,22.98,689.4,Clinic,Debit Card,,EMP008,19.53,No
S02085,5/3/2022,P01221,62,43.72,2710.64,Online,Credit Card,,EMP042,0,No
S02086,7/26/2022,P01108,87,87.83,7641.21,Online,Debit Card,,EMP014,11.69,No
S02087,11/3/2022,P00112,93,9.79,910.47,Online,Insurance,,EMP005,0,Yes
S02088,5/6/2023,P00434,15,95.52,1432.8,Clinic,Insurance,,EMP018,0,Yes
S02089,1/25/2022,P01925,17,10.88,184.96,Hospital,Credit Card,,EMP009,3.47,No
S02090,8/14/2023,P01777,56,5.68,318.08,Online,Insurance,,EMP039,0,Yes
S02091,4/26/2023,P01899,67,128.93,8638.31,Clinic,Debit Card,,EMP040,1,No
S02092,9/15/2022,P00328,62,12.07,748.34,Clinic,Debit Card,,EMP016,0,No
S02093,8/21/2022,P01999,80,91.85,7348,Wholesale,Cash,,EMP040,0,No
S02094,4/17/2023,P00226,15,17.73,265.95,Retail,Credit Card,,EMP026,11.65,No
S02095,1/16/2022,P00619,35,25.24,883.4,Retail,Insurance,RX-8042,EMP036,0,Yes
S02096,10/29/2022,P00249,6,159.98,959.88,Wholesale,Cash,,EMP004,0,No
S02097,10/7/2022,P01403,86,104.06,8949.16,Wholesale,Cash,,EMP024,0,No
S02098,3/18/2023,P01411,44,179.73,7908.12,Clinic,Credit Card,,EMP013,0,No
S02099,6/13/2022,P00952,36,75.64,2723.04,Clinic,Cash,,EMP040,0,No
S02100,10/18/2023,P00756,68,100.43,6829.24,Retail,Insurance,,EMP019,0,Yes
S02101,5/25/2022,P01423,1,104.71,104.71,Hospital,Debit Card,,EMP024,0,No
S02102,3/8/2022,P00453,17,88.28,1500.76,Online,Insurance,,EMP014,19.16,Yes
S02103,9/8/2023,P01680,85,140.05,11904.25,Retail,Insurance,RX-9029,EMP001,0,Yes
S02104,6/5/2022,P00254,63,20.26,1276.38,Clinic,Credit Card,,EMP021,0,No
S02105,3/10/2022,P00921,53,88.6,4695.8,Wholesale,Debit Card,,EMP045,0,No
S02106,11/19/2023,P01208,88,23.52,2069.76,Retail,Credit Card,,EMP040,0,No
S02107,12/27/2022,P00895,6,143.2,859.2,Retail,Debit Card,RX-7990,EMP046,0,No
S02108,4/4/2022,P01106,37,7.52,278.24,Wholesale,Debit Card,,EMP023,0,No
S02109,10/14/2022,P01999,33,91.85,3031.05,Clinic,Cash,,EMP012,0,No
S02110,9/7/2022,P01782,34,95.93,3261.62,Clinic,Debit Card,,EMP007,19.99,No
S02111,12/6/2023,P01533,29,80.69,2340.01,Hospital,Credit Card,,EMP006,19.27,No
S02112,4/27/2022,P01044,20,87.35,1747,Retail,Credit Card,,EMP018,0,No
S02113,10/27/2022,P00780,78,37.81,2949.18,Clinic,Debit Card,,EMP015,1.19,No
S02114,11/1/2022,P00023,46,83.93,3860.78,Online,Cash,,EMP048,0,No
S02115,6/28/2022,P00724,24,98,2352,Online,Credit Card,,EMP049,1.3,No
S02116,8/12/2022,P00448,54,38.59,2083.86,Online,Credit Card,,EMP025,0,No
S02117,10/11/2022,P00543,6,89.81,538.86,Wholesale,Insurance,,EMP007,14.27,Yes
S02118,3/1/2023,P01693,66,64.03,4225.98,Wholesale,Debit Card,,EMP017,0,No
S02119,10/30/2022,P00027,97,214.51,20807.47,Retail,Credit Card,RX-1946,EMP020,0,No
S02120,7/15/2023,P01416,22,59.15,1301.3,Hospital,Insurance,,EMP016,0,Yes
S02121,9/11/2022,P00168,64,80.45,5148.8,Hospital,Credit Card,,EMP029,15.05,No
S02122,5/17/2023,P01278,55,178.86,9837.3,Online,Insurance,,EMP034,0,Yes
S02123,6/4/2023,P01916,61,147.86,9019.46,Retail,Debit Card,,EMP010,0,No
S02124,12/25/2022,P01244,78,61.15,4769.7,Online,Insurance,,EMP026,0,Yes
S02125,4/29/2023,P01092,82,103.22,8464.04,Hospital,Insurance,,EMP028,10.7,Yes
S02126,12/16/2022,P01412,48,122.77,5892.96,Online,Cash,,EMP011,12.73,No
S02127,4/2/2022,P01518,14,190.02,2660.28,Online,Cash,,EMP040,0,No
S02128,1/7/2023,P01867,33,92.16,3041.28,Online,Credit Card,,EMP041,0,No
S02129,7/2/2023,P00298,37,84.68,3133.16,Hospital,Insurance,,EMP043,0,Yes
S02130,2/4/2023,P00232,90,87.16,7844.4,Online,Debit Card,,EMP006,0,No
S02131,1/9/2023,P01783,38,128.03,4865.14,Wholesale,Credit Card,,EMP013,5.15,No
S02132,10/5/2023,P00654,60,148.31,8898.6,Hospital,Cash,,EMP041,0,No
S02133,2/21/2023,P01296,74,7.87,582.38,Wholesale,Insurance,,EMP015,0.08,Yes
S02134,9/16/2023,P01866,39,9.82,382.98,Hospital,Debit Card,,EMP021,0,No
S02135,3/20/2022,P00981,68,225.52,15335.36,Hospital,Credit Card,,EMP018,0,No
S02136,12/12/2023,P00042,46,9.38,431.48,Online,Credit Card,,EMP049,7.83,No
S02137,9/22/2023,P01818,36,121.56,4376.16,Wholesale,Credit Card,,EMP040,0,No
S02138,5/3/2022,P00892,52,71.65,3725.8,Online,Cash,,EMP024,0,No
S02139,12/14/2023,P01417,61,107.89,6581.29,Retail,Debit Card,,EMP008,0,No
S02140,11/13/2022,P01541,88,23.87,2100.56,Clinic,Debit Card,,EMP019,0,No
S02141,10/21/2022,P01717,15,159.19,2387.85,Wholesale,Insurance,,EMP013,0,Yes
S02142,1/6/2023,P00520,55,80.7,4438.5,Online,Cash,,EMP031,19.03,No
S02143,1/19/2023,P00459,42,16.33,685.86,Clinic,Insurance,,EMP014,0,Yes
S02144,3/28/2022,P01266,47,10.58,497.26,Retail,Cash,RX-2240,EMP031,14.1,No
S02145,9/18/2022,P00529,36,95.24,3428.64,Wholesale,Cash,,EMP017,0,No
S02146,10/24/2023,P00064,55,58.37,3210.35,Wholesale,Credit Card,,EMP006,0,No
S02147,11/9/2023,P00213,86,152.87,13146.82,Wholesale,Insurance,,EMP037,0,Yes
S02148,9/2/2023,P00472,67,192.48,12896.16,Hospital,Credit Card,,EMP028,0,No
S02149,3/17/2023,P01276,16,158.8,2540.8,Hospital,Insurance,,EMP027,0,Yes
S02150,10/21/2022,P00842,64,114.12,7303.68,Wholesale,Debit Card,,EMP044,0,No
S02151,4/21/2022,P01136,77,24.06,1852.62,Clinic,Credit Card,,EMP017,6.08,No
S02152,5/1/2022,P01974,69,96.92,6687.48,Retail,Insurance,RX-4611,EMP046,0,Yes
S02153,1/12/2022,P00644,59,22.98,1355.82,Retail,Debit Card,,EMP043,1.1,No
S02154,11/28/2023,P00344,82,198.84,16304.88,Clinic,Cash,,EMP047,7.53,No
S02155,11/1/2022,P00460,39,98.62,3846.18,Online,Debit Card,,EMP039,0,No
S02156,5/19/2023,P00748,19,5.82,110.58,Retail,Cash,,EMP020,0,No
S02157,3/14/2022,P00545,6,61.9,371.4,Retail,Insurance,RX-9456,EMP021,12.41,Yes
S02158,11/5/2022,P00332,57,56.1,3197.7,Wholesale,Credit Card,,EMP030,0,No
S02159,4/1/2022,P00566,56,15.5,868,Online,Insurance,,EMP005,0,Yes
S02160,1/31/2023,P01311,69,57.24,3949.56,Clinic,Cash,,EMP017,0,No
S02161,6/2/2023,P00024,1,74.12,74.12,Clinic,Debit Card,,EMP014,0,No
S02162,6/18/2022,P01205,56,93.76,5250.56,Online,Insurance,,EMP047,6.03,Yes
S02163,2/7/2022,P01969,46,125.45,5770.7,Online,Insurance,,EMP004,0,Yes
S02164,6/15/2022,P00999,7,46.64,326.48,Retail,Insurance,,EMP012,0,Yes
S02165,9/13/2022,P01837,10,49.77,497.7,Wholesale,Cash,,EMP020,0,No
S02166,6/5/2022,P00141,18,106.42,1915.56,Online,Insurance,,EMP013,0,Yes
S02167,11/14/2023,P00695,85,57.8,4913,Clinic,Cash,,EMP030,5.33,No
S02168,5/18/2022,P01668,71,48.36,3433.56,Online,Insurance,,EMP046,0,Yes
S02169,9/14/2023,P00015,73,5.23,381.79,Online,Debit Card,,EMP011,11.07,No
S02170,7/10/2023,P00905,43,119.31,5130.33,Online,Insurance,,EMP012,0.08,Yes
S02171,9/4/2023,P00216,30,189.84,5695.2,Retail,Debit Card,RX-3464,EMP037,0,No
S02172,7/3/2022,P01308,86,116.75,10040.5,Wholesale,Debit Card,,EMP020,0,No
S02173,9/28/2023,P00658,69,48.94,3376.86,Online,Cash,,EMP008,17.09,No
S02174,3/7/2023,P00721,37,9.12,337.44,Hospital,Cash,,EMP011,0,No
S02175,1/21/2023,P00474,50,152.02,7601,Wholesale,Cash,,EMP042,9.28,No
S02176,10/18/2022,P00386,79,124.33,9822.07,Hospital,Credit Card,,EMP038,0,No
S02177,4/3/2023,P00939,83,137.58,11419.14,Clinic,Credit Card,,EMP003,0,No
S02178,10/31/2023,P00150,71,169.28,12018.88,Retail,Debit Card,,EMP042,5.54,No
S02179,8/18/2022,P01257,7,120.18,841.26,Retail,Insurance,RX-7339,EMP049,0,Yes
S02180,8/31/2023,P00788,36,55.84,2010.24,Clinic,Cash,,EMP037,0,No
S02181,6/27/2022,P00688,54,235.46,12714.84,Online,Debit Card,,EMP002,0,No
S02182,11/10/2022,P01372,37,146.25,5411.25,Hospital,Credit Card,,EMP005,0,No
S02183,8/24/2023,P00859,71,55.16,3916.36,Hospital,Credit Card,,EMP042,0,No
S02184,9/15/2022,P00083,30,137.93,4137.9,Wholesale,Cash,,EMP021,0,No
