ProductID,ProductName,Category,Formulation,UnitCost,SellingPrice,MinStockLevel,MaxStockLevel,ReorderPoint,Manufacturer,LastPriceUpdate
P00480,Vitamin_Drug_295_128mg,Vitamin,Cream,11.11,35.28,393,2564,589,Pfizer,3/27/2023
P00481,Antiviral_Drug_817_103mg,Antiviral,Capsule,1.89,8.27,358,692,537,Bayer,9/8/2022
P00482,Vitamin_Drug_207_29mg,Vitamin,Injection,34.74,95.88,166,2526,249,Bayer,10/30/2023
P00483,Gastrointestinal_Drug_824_321mg,Gastrointestinal,Suppository,43.83,114.41,142,1004,213,AbbVie,9/22/2023
P00484,Gastrointestinal_Drug_718_413mg,Gastrointestinal,Inhaler,42.89,199.34,388,1158,582,Novo Nordisk,5/19/2022
P00485,Antipsychotic_Drug_542_57mg,Antipsychotic,Ointment,14.76,38.73,281,2982,421,AstraZeneca,6/18/2023
P00486,Antidepressant_Drug_751_185mg,Antidepressant,Syrup,42.55,154.74,409,2839,613,Pfizer,11/16/2023
P00487,Antibiotic_Drug_333_45mg,Antibiotic,Capsule,49.86,183.34,384,1031,576,Bristol-Myers Squibb,11/19/2022
P00488,Diabetes_Drug_694_206mg,Diabetes,Injection,4.37,13.59,369,539,553,Novartis,7/26/2023
P00489,Analgesic_Drug_122_479mg,Analgesic,Injection,1.41,3.74,156,2643,234,Pfizer,12/14/2022
P00490,Hormone_Drug_482_317mg,Hormone,Syrup,4.26,18.32,256,1571,384,Sanofi,11/10/2022
P00491,Antipsychotic_Drug_429_318mg,Antipsychotic,Suppository,26.38,63.87,344,2003,516,Roche,7/30/2022
P00492,Ophthalmic_Drug_571_71mg,Ophthalmic,Cream,18,57.1,141,1788,211,Sanofi,2/5/2023
P00493,Antiviral_Drug_899_277mg,Antiviral,Inhaler,44.57,166.53,113,1357,169,Merck,7/28/2023
P00494,Respiratory_Drug_682_445mg,Respiratory,Syrup,14.28,37.22,318,2814,477,Novartis,2/9/2022
P00495,Vitamin_Drug_386_94mg,Vitamin,Injection,25.85,66.27,271,1149,406,Pfizer,12/31/2023
P00496,Antibiotic_Drug_396_371mg,Antibiotic,Capsule,33.32,146.23,395,1290,592,Merck,5/20/2023
P00497,Hormone_Drug_678_451mg,Hormone,Injection,16.9,47.46,271,2608,406,AbbVie,1/13/2023
P00498,Vaccine_Drug_923_356mg,Vaccine,Cream,33.44,148.63,440,2109,660,Purdue,4/25/2023
P00499,Antiviral_Drug_838_472mg,Antiviral,Inhaler,19.05,62.81,389,2887,583,Pfizer,11/8/2023
P00500,Hormone_Drug_70_381mg,Hormone,Ointment,12.93,47.48,454,1107,681,AstraZeneca,11/21/2023
P00501,Antidepressant_Drug_56_366mg,Antidepressant,Tablet,49.81,222.96,236,954,354,GSK,9/21/2022
P00502,Dermatological_Drug_182_381mg,Dermatological,Tablet,5.65,28.23,305,2073,457,Novartis,4/1/2022
P00503,Vitamin_Drug_451_365mg,Vitamin,Capsule,28.99,84.42,396,2198,594,Bristol-Myers Squibb,4/4/2023
P00504,Dermatological_Drug_499_438mg,Dermatological,Cream,4.93,14.48,463,2546,694,Merck,6/15/2022
P00505,Hormone_Drug_920_114mg,Hormone,Ointment,16.14,38.7,482,1491,723,Novartis,3/18/2023
P00506,Diabetes_Drug_208_197mg,Diabetes,Injection,20.14,44.47,390,2685,585,Bristol-Myers Squibb,1/18/2023
P00507,Diabetes_Drug_450_74mg,Diabetes,Injection,28.9,133.09,110,1799,165,Novartis,9/14/2023
P00508,Antibiotic_Drug_540_197mg,Antibiotic,Inhaler,23.99,79.87,240,1838,360,GSK,4/23/2022
P00509,Respiratory_Drug_678_409mg,Respiratory,Syrup,47.51,213.72,63,2238,94,Novartis,7/21/2023
P00510,Antidepressant_Drug_888_471mg,Antidepressant,Capsule,31.95,69.11,124,2824,186,Novartis,5/26/2023
P00511,Gastrointestinal_Drug_182_458mg,Gastrointestinal,Tablet,37.64,166.77,455,2374,682,Pfizer,10/17/2023
P00512,Oncology_Drug_406_214mg,Oncology,Syrup,47.49,103.61,291,592,436,GSK,4/22/2022
P00513,Cardiovascular_Drug_59_43mg,Cardiovascular,Inhaler,23.29,94.49,256,1279,384,Merck,10/5/2023
P00514,Ophthalmic_Drug_90_94mg,Ophthalmic,Suppository,29.06,82.27,62,2357,93,Purdue,3/14/2023
P00515,Respiratory_Drug_968_364mg,Respiratory,Injection,21.74,49,473,1552,709,Purdue,9/20/2023
P00516,Antiviral_Drug_942_318mg,Antiviral,Suppository,43.29,201.66,284,1475,426,Novartis,6/30/2022
P00517,Antiviral_Drug_256_73mg,Antiviral,Suppository,2.47,11.59,468,678,702,Johnson & Johnson,9/21/2022
P00518,Hormone_Drug_885_222mg,Hormone,Inhaler,18.03,59.61,415,2823,622,AbbVie,3/5/2022
P00519,Respiratory_Drug_925_403mg,Respiratory,Ointment,21.39,53.57,60,2469,90,Novartis,10/3/2022
P00520,Antibiotic_Drug_728_394mg,Antibiotic,Ointment,22.48,80.7,465,1063,697,Roche,9/30/2023
P00521,Gastrointestinal_Drug_584_296mg,Gastrointestinal,Suppository,8.62,22.6,285,2603,427,AstraZeneca,4/3/2022
P00522,Vaccine_Drug_60_138mg,Vaccine,Suppository,15.82,77.93,88,1136,132,Sanofi,3/27/2022
P00523,Analgesic_Drug_338_448mg,Analgesic,Inhaler,49.35,138.88,215,2930,322,Merck,10/4/2023
P00524,Hormone_Drug_11_476mg,Hormone,Inhaler,8.64,29.68,351,2643,526,Sanofi,2/28/2023
P00525,Vaccine_Drug_355_428mg,Vaccine,Suppository,24.9,55.95,161,2351,241,Johnson & Johnson,5/5/2023
P00526,Gastrointestinal_Drug_106_181mg,Gastrointestinal,Inhaler,23.46,97.95,233,725,349,GSK,1/6/2023
P00527,Ophthalmic_Drug_913_399mg,Ophthalmic,Suppository,3.2,7.61,155,1794,232,Bristol-Myers Squibb,2/1/2022
P00528,Gastrointestinal_Drug_660_218mg,Gastrointestinal,Suppository,24.07,95.51,268,1605,402,AbbVie,3/4/2023
P00529,Antidepressant_Drug_444_327mg,Antidepressant,Injection,40.19,95.24,298,726,447,Johnson & Johnson,12/9/2023
P00530,Dermatological_Drug_224_318mg,Dermatological,Tablet,41.07,145,446,1348,669,Bristol-Myers Squibb,7/7/2022
P00531,Respiratory_Drug_607_310mg,Respiratory,Ointment,28.08,87.51,181,2543,271,Novartis,5/1/2023
P00532,Hormone_Drug_120_220mg,Hormone,Ointment,42.86,148.82,102,2257,153,Merck,12/21/2023
P00533,Antidepressant_Drug_422_200mg,Antidepressant,Suppository,19.19,83.61,296,571,444,Novo Nordisk,1/22/2023
P00534,Dermatological_Drug_177_315mg,Dermatological,Syrup,40,101.01,336,848,504,Bayer,5/7/2022
P00535,Gastrointestinal_Drug_766_213mg,Gastrointestinal,Inhaler,13.23,36.91,299,2119,448,Bristol-Myers Squibb,7/11/2023
P00536,Hormone_Drug_626_433mg,Hormone,Capsule,8.45,28.52,325,836,487,Bristol-Myers Squibb,9/30/2022
P00537,Oncology_Drug_328_498mg,Oncology,Capsule,47.29,181.11,268,608,402,Novartis,4/19/2023
P00538,Hormone_Drug_781_423mg,Hormone,Injection,38.85,159.58,278,2020,417,Johnson & Johnson,1/2/2022
P00539,Antidepressant_Drug_511_401mg,Antidepressant,Capsule,46.82,146.43,335,1370,502,GSK,6/20/2022
P00540,Antipsychotic_Drug_661_112mg,Antipsychotic,Ointment,31.14,147.35,104,1990,156,Sanofi,12/30/2022
P00541,Hormone_Drug_471_384mg,Hormone,Cream,42.8,204.8,229,916,343,Pfizer,2/13/2022
P00542,Diabetes_Drug_98_208mg,Diabetes,Injection,23.82,102.91,314,2306,471,Bayer,3/13/2022
P00543,Dermatological_Drug_268_321mg,Dermatological,Ointment,37.79,89.81,156,1382,234,Pfizer,4/26/2023
P00544,Respiratory_Drug_725_341mg,Respiratory,Cream,19.98,43.93,473,2091,709,Roche,5/8/2023
P00545,Diabetes_Drug_712_233mg,Diabetes,Ointment,21.51,61.9,482,726,723,Roche,4/25/2022
P00546,Antibiotic_Drug_104_339mg,Antibiotic,Inhaler,30.27,119.87,408,1167,612,AstraZeneca,1/28/2022
P00547,Antibiotic_Drug_119_293mg,Antibiotic,Ointment,14.8,72.37,420,2724,630,Purdue,7/24/2023
P00548,Cardiovascular_Drug_228_247mg,Cardiovascular,Tablet,39.93,113.18,237,2017,355,AstraZeneca,11/27/2023
P00549,Dermatological_Drug_897_426mg,Dermatological,Syrup,49.26,237.28,259,2994,388,GSK,5/7/2023
P00550,Dermatological_Drug_367_400mg,Dermatological,Tablet,48.44,161.8,233,1898,349,GSK,8/2/2023
P00551,Respiratory_Drug_510_118mg,Respiratory,Suppository,32.73,92.27,122,1805,183,Novo Nordisk,6/1/2022
P00552,Antipsychotic_Drug_954_283mg,Antipsychotic,Injection,23.66,108.72,162,770,243,AbbVie,10/9/2022
P00553,Hormone_Drug_983_351mg,Hormone,Capsule,45.55,133.99,483,639,724,Johnson & Johnson,1/3/2023
P00554,Cardiovascular_Drug_601_66mg,Cardiovascular,Ointment,22.07,99.16,207,648,310,Merck,4/14/2023
P00555,Vaccine_Drug_481_372mg,Vaccine,Cream,25.15,72.93,343,2288,514,Purdue,10/29/2022
P00556,Gastrointestinal_Drug_984_377mg,Gastrointestinal,Cream,45.22,137.1,427,2617,640,Johnson & Johnson,4/1/2022
P00557,Antibiotic_Drug_988_227mg,Antibiotic,Cream,33.19,155.83,263,1371,394,GSK,5/18/2022
P00558,Gastrointestinal_Drug_712_203mg,Gastrointestinal,Syrup,6.12,22.83,110,691,165,Johnson & Johnson,7/3/2023
P00559,Oncology_Drug_237_358mg,Oncology,Injection,44.89,195.29,398,1084,597,AstraZeneca,12/1/2023
P00560,Diabetes_Drug_779_476mg,Diabetes,Ointment,43.78,191.25,157,1343,235,AstraZeneca,3/21/2023
P00561,Vitamin_Drug_732_378mg,Vitamin,Ointment,48.52,159.81,143,1114,214,GSK,9/4/2022
P00562,Hormone_Drug_857_76mg,Hormone,Syrup,11.69,58.08,434,1962,651,Pfizer,7/10/2022
P00563,Respiratory_Drug_426_405mg,Respiratory,Ointment,4.75,22.27,384,1732,576,AstraZeneca,12/3/2023
P00564,Hormone_Drug_529_90mg,Hormone,Tablet,41.89,128.81,190,1156,285,Bristol-Myers Squibb,6/12/2022
P00565,Vaccine_Drug_239_72mg,Vaccine,Ointment,41.36,130.44,494,1154,741,Pfizer,2/19/2023
P00566,Antipsychotic_Drug_675_60mg,Antipsychotic,Suppository,4.75,15.5,55,1481,82,GSK,1/26/2022
P00567,Hormone_Drug_986_20mg,Hormone,Cream,33.05,127.5,439,1209,658,Purdue,9/6/2022
P00568,Vaccine_Drug_13_391mg,Vaccine,Ointment,6.7,25.72,433,1055,649,Novartis,2/23/2023
P00569,Cardiovascular_Drug_915_404mg,Cardiovascular,Injection,20.76,93.44,149,2198,223,AstraZeneca,11/13/2022
P00570,Vitamin_Drug_327_363mg,Vitamin,Tablet,22.76,96.73,99,1588,148,Merck,5/8/2022
P00571,Vaccine_Drug_880_463mg,Vaccine,Cream,9.91,24.48,288,2545,432,AbbVie,7/9/2022
P00572,Analgesic_Drug_858_284mg,Analgesic,Cream,35.8,81.88,401,2784,601,AstraZeneca,6/20/2022
P00573,Hormone_Drug_487_45mg,Hormone,Tablet,45.9,179.3,499,1375,748,Bayer,4/3/2023
P00574,Antidepressant_Drug_882_197mg,Antidepressant,Capsule,36.84,164.8,422,922,633,Bristol-Myers Squibb,10/25/2023
P00575,Antipsychotic_Drug_902_440mg,Antipsychotic,Ointment,13.31,60.33,171,2553,256,AstraZeneca,8/31/2023
P00576,Gastrointestinal_Drug_202_212mg,Gastrointestinal,Cream,2.92,8.22,55,2923,82,Novartis,2/5/2023
P00577,Analgesic_Drug_452_337mg,Analgesic,Inhaler,17.94,72,346,1478,519,Merck,10/18/2022
P00578,Antidepressant_Drug_980_150mg,Antidepressant,Tablet,23.27,101.01,417,1278,625,Bayer,11/12/2022
P00579,Ophthalmic_Drug_270_225mg,Ophthalmic,Inhaler,15.92,41.3,67,2660,100,Sanofi,3/24/2022
P00580,Vitamin_Drug_69_47mg,Vitamin,Inhaler,45.93,198.83,421,1779,631,GSK,8/25/2022
P00581,Oncology_Drug_495_25mg,Oncology,Suppository,36.49,148.56,123,1217,184,Johnson & Johnson,10/1/2023
P00582,Gastrointestinal_Drug_334_355mg,Gastrointestinal,Tablet,8.99,24.29,165,2595,247,Novartis,8/20/2023
P00583,Antipsychotic_Drug_685_391mg,Antipsychotic,Ointment,14.71,41.68,258,1971,387,Bayer,2/23/2022
P00584,Dermatological_Drug_784_241mg,Dermatological,Injection,43.04,180.49,292,2053,438,Merck,12/30/2022
P00585,Dermatological_Drug_239_304mg,Dermatological,Inhaler,18.84,69.68,347,575,520,Merck,10/4/2023
P00586,Respiratory_Drug_923_283mg,Respiratory,Injection,45.31,141.56,128,2619,192,AstraZeneca,1/12/2022
P00587,Vitamin_Drug_555_17mg,Vitamin,Ointment,16.56,46.01,112,752,168,AstraZeneca,3/31/2022
P00588,Analgesic_Drug_630_349mg,Analgesic,Syrup,15.08,42.82,224,575,336,Sanofi,3/12/2022
P00589,Vitamin_Drug_124_381mg,Vitamin,Syrup,24.74,100.97,342,694,513,Purdue,4/6/2023
P00590,Respiratory_Drug_64_165mg,Respiratory,Cream,8.31,23.31,76,784,114,Purdue,8/12/2022
P00591,Antibiotic_Drug_950_356mg,Antibiotic,Cream,17.54,77.33,79,544,118,Novartis,8/9/2022
P00592,Analgesic_Drug_692_436mg,Analgesic,Ointment,6.98,16.29,416,1431,624,Merck,8/5/2023
P00593,Analgesic_Drug_335_441mg,Analgesic,Inhaler,27.73,64.24,197,1532,295,Roche,9/30/2023
P00594,Dermatological_Drug_278_442mg,Dermatological,Cream,2.47,8.23,373,2325,559,Johnson & Johnson,8/3/2023
P00595,Diabetes_Drug_478_159mg,Diabetes,Capsule,29.31,134.78,433,662,649,Novo Nordisk,8/30/2023
P00596,Antipsychotic_Drug_834_187mg,Antipsychotic,Suppository,21.95,65.65,421,1661,631,Pfizer,5/24/2022
P00597,Vaccine_Drug_245_415mg,Vaccine,Inhaler,7.33,16.85,156,2676,234,Johnson & Johnson,2/14/2023
P00598,Hormone_Drug_908_95mg,Hormone,Capsule,10.56,41.78,258,1871,387,Roche,9/10/2023
P00599,Antiviral_Drug_618_280mg,Antiviral,Capsule,3.99,11.43,309,1631,463,GSK,6/20/2022
P00600,Dermatological_Drug_195_12mg,Dermatological,Cream,30.55,123.65,244,2729,366,AbbVie,11/25/2023
P00601,Vaccine_Drug_678_284mg,Vaccine,Syrup,12.09,49.29,330,1619,495,AstraZeneca,12/27/2022
P00602,Antidepressant_Drug_303_421mg,Antidepressant,Capsule,30.69,139.59,295,1760,442,Novartis,10/10/2022
P00603,Gastrointestinal_Drug_162_160mg,Gastrointestinal,Suppository,17.27,58.65,138,2559,207,Bayer,6/6/2023
P00604,Gastrointestinal_Drug_688_276mg,Gastrointestinal,Capsule,39.1,157.12,88,559,132,Purdue,2/12/2023
P00605,Antidepressant_Drug_386_159mg,Antidepressant,Injection,20.5,90.57,106,1601,159,Roche,6/5/2022
P00606,Analgesic_Drug_871_280mg,Analgesic,Cream,30.44,92.02,454,2392,681,Sanofi,11/28/2022
P00607,Antidepressant_Drug_454_36mg,Antidepressant,Suppository,36.62,159.45,222,1943,333,Bristol-Myers Squibb,12/22/2022
P00608,Oncology_Drug_96_417mg,Oncology,Tablet,31.11,116.46,478,663,717,Johnson & Johnson,4/25/2023
P00609,Vitamin_Drug_400_187mg,Vitamin,Injection,30.08,61.63,198,2278,297,Merck,1/31/2023
P00610,Cardiovascular_Drug_599_142mg,Cardiovascular,Cream,7.19,31.93,366,2234,549,Pfizer,11/12/2023
P00611,Antidepressant_Drug_556_98mg,Antidepressant,Inhaler,44.82,176.35,310,2656,465,Novartis,7/25/2022
P00612,Hormone_Drug_865_245mg,Hormone,Injection,18.47,51.04,336,1878,504,Merck,7/9/2022
P00613,Antiviral_Drug_936_397mg,Antiviral,Suppository,45.04,164.82,300,2838,450,Bayer,8/30/2023
P00614,Antidepressant_Drug_941_325mg,Antidepressant,Capsule,5.65,16.64,268,2619,402,Johnson & Johnson,8/31/2023
P00615,Dermatological_Drug_566_344mg,Dermatological,Inhaler,43.81,218.47,462,2601,693,Novo Nordisk,7/12/2022
P00616,Hormone_Drug_437_111mg,Hormone,Capsule,24.96,114.28,178,2372,267,AstraZeneca,1/29/2022
P00617,Diabetes_Drug_131_188mg,Diabetes,Tablet,6.86,25.5,212,1998,318,Purdue,3/14/2022
P00618,Antiviral_Drug_243_275mg,Antiviral,Syrup,10.15,21.08,151,670,226,Merck,4/21/2023
P00619,Analgesic_Drug_949_365mg,Analgesic,Inhaler,10.62,25.24,391,1566,586,Sanofi,9/19/2023
P00620,Respiratory_Drug_299_77mg,Respiratory,Inhaler,5.22,11.33,461,636,691,Johnson & Johnson,3/11/2023
P00621,Ophthalmic_Drug_991_439mg,Ophthalmic,Inhaler,41.18,87.5,316,1565,474,Novartis,10/2/2022
P00622,Antidepressant_Drug_884_230mg,Antidepressant,Ointment,45,199.34,418,1743,627,Novartis,2/21/2022
P00623,Antidepressant_Drug_376_263mg,Antidepressant,Inhaler,23.84,61.26,316,2906,474,Sanofi,10/14/2023
P00624,Dermatological_Drug_629_421mg,Dermatological,Injection,46.28,227.95,95,1099,142,Bristol-Myers Squibb,4/28/2022
P00625,Antidepressant_Drug_116_118mg,Antidepressant,Tablet,46.6,187.72,309,1598,463,Sanofi,6/7/2023
P00626,Ophthalmic_Drug_215_429mg,Ophthalmic,Ointment,48.5,151.98,328,1246,492,Merck,6/25/2023
P00627,Diabetes_Drug_164_270mg,Diabetes,Tablet,25.47,59.07,383,1297,574,Purdue,4/3/2022
P00628,Vitamin_Drug_622_217mg,Vitamin,Inhaler,19.98,79.5,484,2905,726,Merck,9/1/2022
P00629,Respiratory_Drug_320_87mg,Respiratory,Ointment,47.77,117.24,266,2372,399,Sanofi,3/17/2023
P00630,Antiviral_Drug_381_306mg,Antiviral,Suppository,17.57,41.82,279,2510,418,Roche,7/7/2022
P00631,Antibiotic_Drug_913_132mg,Antibiotic,Syrup,3.87,14.15,476,1001,714,GSK,4/2/2023
P00632,Vitamin_Drug_520_253mg,Vitamin,Injection,27.47,61.47,457,2839,685,Novartis,6/28/2023
P00633,Vaccine_Drug_658_156mg,Vaccine,Tablet,43.63,135.89,462,1058,693,Roche,6/13/2023
P00634,Antiviral_Drug_942_474mg,Antiviral,Suppository,24.37,94.81,481,1801,721,Purdue,6/14/2023
P00635,Respiratory_Drug_255_455mg,Respiratory,Cream,16.83,83.53,302,756,453,Sanofi,1/25/2023
P00636,Antidepressant_Drug_712_152mg,Antidepressant,Syrup,26.3,98.41,135,518,202,Roche,6/26/2023
P00637,Gastrointestinal_Drug_33_458mg,Gastrointestinal,Capsule,47.58,98.31,278,2047,417,Bayer,9/3/2022
P00638,Antipsychotic_Drug_759_29mg,Antipsychotic,Syrup,7.48,24.83,210,1246,315,Purdue,5/2/2023
P00639,Antipsychotic_Drug_950_274mg,Antipsychotic,Syrup,45.22,142.43,308,1658,462,Roche,7/5/2022
P00640,Cardiovascular_Drug_955_95mg,Cardiovascular,Syrup,10.77,30.09,427,1079,640,GSK,8/28/2023
P00641,Oncology_Drug_450_172mg,Oncology,Ointment,23.84,79.53,432,2681,648,Roche,7/21/2023
P00642,Dermatological_Drug_863_398mg,Dermatological,Suppository,21.34,43.6,216,1935,324,Pfizer,9/22/2022
P00643,Respiratory_Drug_662_416mg,Respiratory,Cream,38.42,137.17,264,2744,396,Sanofi,9/8/2022
P00644,Antiviral_Drug_783_455mg,Antiviral,Capsule,9,22.98,462,2670,693,AbbVie,1/29/2022
P00645,Hormone_Drug_518_396mg,Hormone,Injection,47.67,221.7,160,1088,240,AstraZeneca,5/2/2022
P00646,Analgesic_Drug_900_179mg,Analgesic,Inhaler,4.49,16.71,134,950,201,Bristol-Myers Squibb,7/14/2022
P00647,Gastrointestinal_Drug_334_333mg,Gastrointestinal,Syrup,39.11,174.71,376,2562,564,Merck,2/12/2023
P00648,Cardiovascular_Drug_428_1mg,Cardiovascular,Cream,29.87,100.45,315,2014,472,Pfizer,11/2/2022
P00649,Ophthalmic_Drug_465_188mg,Ophthalmic,Tablet,26.41,72.3,203,2017,304,Bayer,6/20/2022
P00650,Antidepressant_Drug_965_427mg,Antidepressant,Inhaler,46.47,105.65,74,2053,111,AbbVie,10/20/2023
P00651,Dermatological_Drug_319_441mg,Dermatological,Syrup,17.23,74.05,141,2726,211,Bayer,8/20/2022
P00652,Analgesic_Drug_481_68mg,Analgesic,Syrup,5.82,28.34,351,1772,526,AstraZeneca,6/2/2023
P00653,Oncology_Drug_487_94mg,Oncology,Suppository,9.77,42.92,478,647,717,GSK,1/5/2023
P00654,Hormone_Drug_588_495mg,Hormone,Inhaler,32.73,148.31,163,2284,244,Johnson & Johnson,11/5/2022
P00655,Respiratory_Drug_14_374mg,Respiratory,Ointment,25,97.3,94,1951,141,Novartis,12/27/2023
P00656,Antiviral_Drug_502_275mg,Antiviral,Suppository,36.81,120,387,2623,580,Novartis,10/16/2022
P00657,Diabetes_Drug_891_180mg,Diabetes,Syrup,47.9,223.71,302,1700,453,Novo Nordisk,6/17/2022
P00658,Antidepressant_Drug_638_343mg,Antidepressant,Cream,20.4,48.94,359,918,538,AbbVie,3/15/2023
P00659,Antiviral_Drug_85_282mg,Antiviral,Ointment,49.59,130.17,281,584,421,Johnson & Johnson,9/19/2023
P00660,Antiviral_Drug_875_407mg,Antiviral,Injection,46.99,143.3,401,1681,601,Pfizer,11/9/2022
P00661,Antiviral_Drug_859_301mg,Antiviral,Inhaler,4.39,19.68,477,1989,715,Novo Nordisk,11/13/2023
P00662,Antiviral_Drug_432_340mg,Antiviral,Capsule,35.05,129.76,396,1870,594,Roche,3/31/2022
P00663,Oncology_Drug_813_77mg,Oncology,Suppository,16.55,78.38,226,2890,339,AbbVie,2/5/2023
P00664,Ophthalmic_Drug_962_25mg,Ophthalmic,Tablet,21.36,100.91,107,2021,160,Bristol-Myers Squibb,7/4/2023
P00665,Antidepressant_Drug_75_142mg,Antidepressant,Cream,7.3,27.17,371,1691,556,Pfizer,10/26/2023
P00666,Diabetes_Drug_960_241mg,Diabetes,Capsule,26.55,124.51,421,2891,631,Purdue,6/2/2022
P00667,Vitamin_Drug_508_126mg,Vitamin,Tablet,30.25,134.02,394,2435,591,Novo Nordisk,1/25/2022
P00668,Antidepressant_Drug_841_129mg,Antidepressant,Injection,14.17,36.78,91,980,136,Johnson & Johnson,2/6/2023
P00669,Antibiotic_Drug_893_45mg,Antibiotic,Tablet,21.9,84.23,183,2568,274,Novartis,7/5/2023
P00670,Hormone_Drug_10_30mg,Hormone,Capsule,14.88,47.63,293,773,439,Bayer,4/24/2023
P00671,Hormone_Drug_191_168mg,Hormone,Syrup,15.38,43.03,58,1660,87,Novo Nordisk,3/10/2022
P00672,Antiviral_Drug_788_79mg,Antiviral,Cream,34.27,164.33,195,1122,292,Sanofi,9/13/2023
P00673,Respiratory_Drug_95_105mg,Respiratory,Cream,3.41,9.18,57,566,85,Bayer,4/27/2022
P00674,Dermatological_Drug_485_298mg,Dermatological,Injection,25.5,102.63,446,1687,669,Sanofi,5/23/2023
P00675,Oncology_Drug_308_199mg,Oncology,Tablet,21.12,55.53,179,2281,268,AstraZeneca,5/2/2023
P00676,Antipsychotic_Drug_669_206mg,Antipsychotic,Inhaler,38.53,157.01,228,2744,342,GSK,7/2/2022
P00677,Cardiovascular_Drug_130_153mg,Cardiovascular,Cream,29.18,76.46,62,2157,93,Merck,12/8/2023
P00678,Respiratory_Drug_594_75mg,Respiratory,Injection,32.17,102.78,423,1715,634,AbbVie,4/12/2023
P00679,Vaccine_Drug_318_144mg,Vaccine,Inhaler,41.44,181.72,433,2763,649,AbbVie,7/1/2023
P00680,Antiviral_Drug_945_467mg,Antiviral,Ointment,19.46,58.72,407,2135,610,Bayer,5/24/2022
P00681,Hormone_Drug_232_179mg,Hormone,Ointment,30.4,105.09,121,2255,181,Pfizer,12/4/2023
P00682,Vitamin_Drug_7_155mg,Vitamin,Cream,34.83,168.41,59,1017,88,Bristol-Myers Squibb,5/6/2022
P00683,Gastrointestinal_Drug_849_174mg,Gastrointestinal,Inhaler,26.02,61.4,201,2878,301,GSK,10/11/2022
P00684,Diabetes_Drug_166_189mg,Diabetes,Injection,17.11,68.22,127,1187,190,Novartis,11/24/2022
P00685,Diabetes_Drug_112_224mg,Diabetes,Syrup,40.36,200.17,263,1582,394,Bristol-Myers Squibb,7/10/2022
P00686,Oncology_Drug_708_35mg,Oncology,Suppository,9.27,20.03,428,886,642,Novartis,1/1/2022
P00687,Dermatological_Drug_230_455mg,Dermatological,Suppository,41.99,153.13,221,1646,331,GSK,7/29/2023
P00688,Analgesic_Drug_699_383mg,Analgesic,Cream,49.08,235.46,258,1912,387,Novo Nordisk,4/26/2022
P00689,Vaccine_Drug_368_253mg,Vaccine,Inhaler,7.96,23.19,366,914,549,Purdue,10/25/2023
P00690,Antibiotic_Drug_502_206mg,Antibiotic,Capsule,18.14,83.22,384,2105,576,Johnson & Johnson,8/14/2023
P00691,Diabetes_Drug_559_461mg,Diabetes,Ointment,48.9,183.27,410,1483,615,Purdue,1/1/2022
P00692,Antibiotic_Drug_79_236mg,Antibiotic,Ointment,9.41,23.55,383,1388,574,Johnson & Johnson,4/22/2023
P00693,Antiviral_Drug_704_253mg,Antiviral,Inhaler,4.09,13.05,458,1049,687,GSK,7/28/2022
P00694,Antipsychotic_Drug_601_56mg,Antipsychotic,Ointment,21.69,94.46,143,839,214,Novo Nordisk,4/30/2023
P00695,Antibiotic_Drug_128_113mg,Antibiotic,Capsule,13.58,57.8,476,1347,714,Roche,4/27/2023
P00696,Vaccine_Drug_593_487mg,Vaccine,Ointment,17.91,38.76,374,2995,561,AstraZeneca,12/14/2023
P00697,Antipsychotic_Drug_697_322mg,Antipsychotic,Capsule,37.89,159.08,314,1962,471,Pfizer,6/14/2023
P00698,Antiviral_Drug_895_97mg,Antiviral,Tablet,16.08,43.84,50,715,75,Novartis,11/14/2023
P00699,Dermatological_Drug_161_284mg,Dermatological,Suppository,37.72,179.3,155,1628,232,GSK,8/22/2023
P00700,Antibiotic_Drug_472_56mg,Antibiotic,Capsule,4.98,16.72,162,2560,243,Pfizer,8/17/2022
P00701,Dermatological_Drug_189_426mg,Dermatological,Inhaler,33.91,71.05,128,1418,192,GSK,12/9/2023
P00702,Diabetes_Drug_248_146mg,Diabetes,Inhaler,14.69,63.86,155,1819,232,Purdue,5/9/2023
P00703,Cardiovascular_Drug_882_363mg,Cardiovascular,Syrup,43.08,128.28,334,2369,501,Sanofi,3/11/2023
P00704,Oncology_Drug_198_128mg,Oncology,Injection,4.36,21.69,69,2507,103,Merck,8/29/2022
P00705,Cardiovascular_Drug_384_431mg,Cardiovascular,Suppository,28.22,81.11,132,1481,198,Novo Nordisk,7/28/2023
P00706,Vaccine_Drug_534_459mg,Vaccine,Cream,25.15,75.21,261,2673,391,GSK,6/27/2023
P00707,Vaccine_Drug_402_247mg,Vaccine,Suppository,16.42,66.04,171,772,256,AstraZeneca,10/5/2022
P00708,Diabetes_Drug_887_403mg,Diabetes,Suppository,45.56,117.11,106,2005,159,Purdue,4/22/2023
P00709,Antidepressant_Drug_321_179mg,Antidepressant,Cream,37.16,89.82,434,2766,651,Novartis,3/2/2022
P00710,Antidepressant_Drug_538_336mg,Antidepressant,Suppository,25.62,52.35,114,1085,171,Novartis,6/19/2023
P00711,Antiviral_Drug_693_327mg,Antiviral,Syrup,44.04,213.93,157,2370,235,Johnson & Johnson,8/31/2023
